student_id,cgpa,tenth_percentage,twelfth_percentage,backlogs,internships,certifications,python_skill,java_skill,cpp_skill,javascript_skill,react_skill,sql_skill,machine_learning_skill,data_science_skill,django_skill,fastapi_skill,nodejs_skill,git_skill,aws_skill,docker_skill,communication_score,aptitude_score,projects,coding_score,attendance,extracurricular,placed
1195,6.06,74.9,71.96,0,3,2,1,1,0,1,1,1,0,0,0,0,1,1,0,0,85.2,92.1,4,71.9,89.5,3,1
1196,7.93,78.84,65.05,0,1,3,1,1,1,1,1,1,1,1,1,0,1,0,0,0,84.4,71.4,5,100,89.5,2,1
1197,7.21,80.72,82.56,1,2,2,1,0,1,1,1,1,1,0,0,1,1,1,0,0,56.4,66.8,3,86.5,87.5,2,0
1198,7.64,85.41,74,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,1,49.9,84.2,1,52.6,86.8,2,1
1199,8.35,94.64,91.89,0,0,2,0,1,1,1,0,0,0,1,0,1,0,1,0,0,85.7,87,5,80.2,83.9,2,1
1200,6.69,74.94,83.15,0,1,5,1,0,0,1,0,0,0,0,0,0,1,0,0,0,38.8,38.9,5,32.9,77.4,1,1
1201,6.81,85.6,77.13,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,55.2,77.4,3,56,80.5,1,0
1202,8.27,87.34,80.97,0,0,5,1,0,1,0,0,1,0,1,0,1,0,1,0,1,77.6,67.5,3,88.3,88.5,3,1
1203,6.06,80.31,76.64,2,0,3,1,0,0,0,1,1,0,0,0,0,1,1,1,0,77,63.6,2,65,92.9,0,0
1204,8.12,86.12,85.92,1,1,1,0,1,1,0,1,1,1,0,0,0,0,1,0,0,57.2,47.2,2,61.8,84.4,0,0
1205,8.19,91.78,79.01,1,2,7,0,1,0,1,0,0,0,0,0,0,0,0,0,0,71.9,66.3,7,49.2,89.5,2,0
1206,7.41,83.54,83.69,1,2,1,0,1,0,1,0,1,0,1,1,0,1,0,0,1,65.8,80.8,4,63.6,82.9,3,0
1207,6.39,84.05,87.73,2,0,5,1,1,0,0,0,1,0,0,0,1,1,1,0,0,87.2,67.8,2,59.6,79.6,1,0
1208,8.42,91.35,75.86,1,0,2,0,0,0,0,0,1,0,0,0,1,1,1,0,0,72.2,78.3,3,64.9,75.3,1,1
1209,6.74,73.97,80.2,4,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,65.7,86,0,55.8,98,1,0
1210,7.85,90.7,73.89,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,30.3,78.6,7,28.7,58.8,0,1
1211,9.44,77.6,77.77,1,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,83,79,2,59.9,98.3,2,0
1212,8.28,86.01,77.92,0,4,2,1,1,0,1,1,0,0,0,0,1,0,0,1,0,79.3,75.7,4,46.3,79.8,0,1
1213,8.65,72.03,88.63,0,1,7,0,0,0,0,1,0,0,0,1,0,0,1,0,1,71.8,50.3,2,75.4,91,1,1
1214,8.15,84.89,89.06,0,1,2,1,0,1,1,0,1,0,0,1,0,0,1,0,0,63.2,75.8,3,68.8,89.7,3,0
1215,7.95,59.2,81.16,2,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,80.9,53.5,2,45.4,86.2,2,0
1216,6.61,86,69.35,1,2,0,1,1,0,1,0,1,0,0,0,0,0,1,1,0,70.3,36.6,3,76.6,82.7,0,0
1217,7.35,76.92,75.31,0,1,2,0,0,1,1,0,0,0,0,1,0,0,1,0,0,65,74.2,3,29.9,89.4,2,1
1218,8.69,77,85.65,0,0,2,0,0,1,0,0,0,1,0,1,1,1,0,0,0,73.4,39.3,1,63.9,82.5,0,0
1219,7.58,77.32,66.96,2,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,61.1,68.9,2,66.4,77.7,0,0
1220,8.28,91.59,81.18,0,1,1,1,0,1,1,1,0,1,0,0,0,0,1,1,0,46.4,47.9,2,63.6,83.7,0,0
1221,7.89,88.67,85.52,0,2,6,1,1,0,1,1,0,1,0,0,1,0,1,1,0,69.9,58.1,4,89.7,93.9,0,1
1222,5.98,75.04,86.04,0,1,2,1,1,1,0,1,0,0,0,0,0,0,1,0,0,83,88.3,1,76.6,90.4,2,1
1223,8.66,84.78,71.91,1,0,5,1,1,1,1,1,1,0,0,0,0,1,1,0,1,75.4,68,4,90.5,90.3,0,1
1224,8.38,72.8,85.29,0,1,3,0,1,0,0,0,0,1,0,0,0,0,1,1,0,51.3,66.1,4,51.7,83.1,2,0
1225,7.78,81.39,87.48,0,2,2,0,1,1,1,1,1,0,1,0,0,1,1,0,0,96,82.6,3,85.1,76.5,0,1
1226,7.67,100,61.11,0,0,7,1,0,0,0,1,0,1,1,0,0,1,0,0,0,69.3,57,2,53.2,91.1,1,0
1227,7.37,84.46,82.56,1,0,3,0,0,0,0,0,1,0,1,0,0,0,1,1,0,76.9,82.8,6,60.7,85.1,1,0
1228,8.16,88.31,86.44,0,0,2,1,1,1,1,0,1,0,1,0,1,1,0,0,0,75.4,73.1,4,94.2,100,0,0
1229,7.26,81.39,86.66,0,0,2,1,1,1,1,0,0,0,0,0,1,1,1,1,0,59.2,81.3,5,65.4,91.4,1,1
1230,7.68,84.81,80.37,2,1,3,1,1,0,1,0,1,0,0,1,0,0,0,0,0,55,47.1,1,66.5,94.3,0,0
1231,9.03,73.79,72.53,1,3,4,0,0,0,0,0,1,1,0,1,0,0,1,1,1,79,67.8,4,66.2,78.1,1,1
1232,9.01,79.28,65.76,0,0,7,1,0,1,1,0,1,1,0,0,0,0,0,1,0,69,73.9,1,60.4,92.4,1,1
1233,7.91,88.66,75.94,1,2,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,52.9,74.3,0,53.1,78.8,2,0
1234,6.72,83.91,81.24,0,1,2,0,0,1,1,0,0,1,0,1,0,1,1,0,0,70.2,48.5,3,63.3,100,1,1
1235,5.83,87.68,82.04,0,3,7,1,0,0,0,1,1,0,0,0,0,0,0,0,0,73.7,65.7,4,29.8,94.4,1,1
1236,9.64,90.62,90.44,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1,0,0,75.6,61.6,3,61.8,80.4,2,1
1237,7.87,88.25,96.51,1,2,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,64.4,80.2,4,60.4,75.5,0,1
1238,7.08,72.14,72.64,0,0,3,0,0,1,0,1,1,1,0,1,1,1,0,0,1,59.1,87.4,3,87.5,74.8,2,0
1239,9.83,88.12,76.61,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,98.2,76.4,5,42.3,71.8,3,1
1240,7.31,81.5,87.72,2,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,56.3,71.3,3,51.3,90,3,0
1241,6.42,85.4,71.31,2,2,0,1,1,0,1,1,1,0,0,0,0,1,1,1,1,82.8,58,7,64.8,86.8,3,1
1242,7.19,90.17,70.52,0,0,4,1,1,0,0,0,0,0,0,0,0,0,1,0,0,39.2,67.3,3,60.1,88.9,0,0
1243,7.6,78.48,80.38,0,1,5,1,0,1,0,1,1,0,0,0,0,0,0,0,0,76.2,68.3,4,38,83.3,3,0
1244,8.05,79.54,74.72,1,1,6,0,1,1,0,1,0,0,1,1,1,0,1,0,0,70.3,57.5,1,80.2,79.4,0,0
1245,7.65,92.74,66.71,0,0,6,1,0,1,1,1,1,0,0,1,0,1,0,0,1,78.2,57.9,6,78.2,87.2,1,1
1246,6.86,89.16,76.56,4,3,1,1,0,0,1,0,0,0,1,0,0,1,1,1,0,53.3,78.3,2,65.6,67.2,2,0
1247,6.95,63.17,75.27,4,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,67.8,55.1,2,53.6,79.6,0,0
1248,7.47,89.28,89.81,0,1,5,1,0,1,1,0,1,0,0,0,1,0,1,0,0,71.7,69.2,5,59.1,78.3,1,1
1249,7.53,88.23,78.95,1,3,2,1,1,0,1,0,0,0,0,0,0,1,1,0,0,74.1,72.3,4,58.1,78.6,1,1
1250,6.55,63.75,77.96,3,1,4,1,1,0,0,1,1,0,1,1,1,1,0,1,1,48.7,84.8,6,86.5,83.7,0,0
1251,7.51,82.24,74.2,1,4,5,1,1,0,1,1,0,1,0,0,0,0,1,0,0,85.8,77.7,3,68.8,96.8,1,1
1252,6.62,87.25,78.45,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,84.7,68,3,66.4,90.7,0,0
1253,7.02,80.18,69.9,0,1,1,1,0,0,1,0,1,0,0,1,0,0,1,1,1,73.1,75.5,3,68.5,79,0,0
1254,8.51,70.06,83.68,0,0,7,1,1,0,1,0,0,0,1,0,0,0,1,0,0,68.5,83.6,3,61.6,82.5,1,1
1255,7.58,77.79,79.71,0,0,2,1,0,0,0,0,0,1,0,1,0,1,0,0,0,65.9,46.1,4,62.2,88.5,2,1
1256,7.19,85.85,87.08,0,1,1,0,0,0,1,0,1,1,1,0,0,0,0,1,0,92,68.1,3,54.1,80,0,0
1257,6.17,95.08,75.97,2,1,3,1,1,1,0,0,1,0,0,0,0,1,1,1,0,61.9,56.9,3,89,69.4,1,1
1258,8.63,80.02,68.59,0,1,0,0,0,0,1,1,1,0,0,0,1,0,1,1,0,77.3,68.9,3,95.8,83.5,1,1
1259,6.96,100,75.03,2,2,6,1,1,1,1,0,1,0,0,0,1,0,1,0,1,47.3,62.5,1,99.2,78,0,0
1260,7.1,74.28,60.13,0,4,3,1,1,0,1,0,1,1,0,1,0,0,1,0,0,67.3,62.2,0,83.4,82.9,0,0
1261,7.68,74.04,79.76,4,1,3,1,1,0,1,0,0,0,0,1,0,0,1,0,1,59.8,97.6,1,42.8,84.6,3,1
1262,7.68,71.01,97,0,0,1,1,0,0,1,1,1,1,1,0,0,0,1,0,0,51.8,41.8,4,70.5,83.5,1,0
1263,7.59,98.81,77.64,4,1,3,0,0,0,1,0,0,0,0,0,0,0,1,0,1,74.1,78.1,1,63.1,82.4,2,1
1264,7.7,77.27,58.08,1,0,2,0,1,1,0,1,1,0,1,0,0,1,1,1,0,73.8,51.5,1,65.6,91.2,0,0
1265,8.24,89.38,95.94,0,2,7,0,0,0,1,0,1,0,0,0,1,0,1,0,0,57.4,31.1,1,54.4,74,1,1
1266,7.23,78.95,91.19,0,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,60.2,78.1,1,53.2,96.1,2,0
1267,6.15,72.87,75.66,0,3,2,1,0,0,0,1,0,1,0,0,0,0,0,1,0,42.1,57.9,2,58.7,64.6,0,0
1268,7.34,60.8,95.04,0,4,3,1,0,0,1,1,0,1,0,0,0,1,1,0,0,57.5,41.7,5,60.8,76.9,2,1
1269,6.73,86.03,71.92,2,2,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,83.6,78.1,2,50.7,76.3,1,1
1270,6,72.04,81.23,0,0,4,0,1,0,1,0,1,1,0,0,0,0,1,1,0,82,82.6,2,74.6,85.2,3,1
1271,7.5,83.13,76.6,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,77,79.3,3,53.5,89,3,1
1272,6.6,88.15,87.77,0,2,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,61.2,100,4,44.9,86.5,3,1
1273,7.67,91.24,78.79,2,1,8,1,1,0,1,1,1,1,0,0,1,0,1,1,0,60,70.3,4,60,100,0,0
1274,8.24,90.54,88.59,0,2,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,91.5,68.7,4,65,96,2,0
1275,8.15,76.74,79.65,2,1,5,0,1,0,0,0,1,0,1,1,0,0,1,0,1,70.8,60.9,0,84.7,77.5,2,0
1276,8.6,85.07,79.14,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,1,0,69.4,71.5,6,69.8,82,3,1
1277,6.85,89,70.09,0,2,1,1,1,0,1,0,1,0,1,0,0,0,1,0,0,76.5,49.5,3,71.3,74.8,0,1
1278,8.88,77.78,90.55,0,1,0,1,1,1,1,1,0,0,0,0,1,0,1,0,0,70.5,76.9,4,98.6,98.5,0,1
1279,7.3,94.62,99.88,0,2,0,1,1,1,1,1,0,0,1,1,0,0,1,1,0,49.2,62.4,6,49.1,100,1,1
1280,7.63,90.97,68.74,0,2,2,1,1,1,1,1,0,1,0,0,0,0,0,0,0,76.1,67.1,5,62.1,71.2,2,1
1281,6.83,92.98,83.49,0,2,1,1,0,1,1,1,1,1,1,0,0,0,1,0,0,71.2,82.6,3,45.6,94.7,1,0
1282,6.45,96.66,76.4,0,1,3,1,0,1,0,0,1,0,0,0,0,1,0,0,0,51.7,80.4,5,56.4,86.2,0,0
1283,6.93,80.35,91.56,0,1,0,1,0,1,1,1,1,0,1,1,0,1,0,0,0,75.5,61.9,0,82.4,83,2,0
1284,5.98,92.05,74.87,0,1,2,0,1,1,1,0,0,0,1,0,1,0,1,0,0,51.2,82.5,3,90,81.8,0,1
1285,7.94,77.8,76.52,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,65.5,46.2,3,66.5,81.4,2,1
1286,7.28,95.73,84.55,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,61.8,65.2,2,58.8,88.9,2,0
1287,8.59,89.53,70.21,2,1,6,0,0,1,1,0,0,1,0,0,0,0,1,1,0,66.1,60.6,3,55.5,100,2,0
1288,7.63,83.64,71.67,1,0,6,0,0,0,1,1,1,0,0,0,0,0,1,0,1,67.7,36.8,1,62.4,84,1,0
1289,7.29,70.14,97.11,0,2,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,99.4,47.2,3,85.2,93.1,3,1
1290,8.32,84.58,98.52,2,4,2,1,0,0,0,0,1,0,0,0,0,0,1,1,0,87.8,81.2,0,72.9,72.1,0,0
1291,6.21,73.67,88.31,0,2,3,1,0,1,1,0,1,1,1,0,0,1,0,1,0,66.7,76.2,7,74.1,81.7,1,1
1292,8.67,85.1,75.04,1,1,2,1,1,1,0,0,1,0,0,0,0,0,1,0,0,33.3,56.5,5,53.7,89.6,0,1
1293,7.08,84.27,86.62,0,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,65.4,62.9,2,82.5,82.5,2,0
1294,7.53,81.48,81.16,1,1,1,1,0,1,0,0,1,0,0,1,0,0,1,1,0,74.1,82.4,4,60.6,63.6,2,0
1295,8.1,87.78,72.97,1,1,4,1,0,0,0,0,1,0,0,0,0,0,1,0,1,78,57.6,1,58.6,84.4,0,1
1296,6.4,95.4,93.96,0,0,0,1,1,1,1,1,0,0,1,0,0,1,1,1,0,72,76.7,3,95.5,92.9,2,0
1297,7.91,82.22,80.61,2,2,1,1,1,1,1,0,1,1,1,0,0,1,0,0,0,54.6,67.8,0,79.8,78.8,2,0
1298,7.25,72.78,79.03,1,1,5,0,0,0,0,0,1,1,0,0,0,0,1,0,0,90.6,70.4,3,61.5,95,0,0
1299,8.54,74.79,71.32,0,0,2,0,0,0,0,1,1,0,0,0,0,0,1,1,0,77.3,27.9,3,69.4,82.4,0,1
1300,8.32,87.37,79.46,4,1,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,72.8,32.3,1,50.8,69.7,1,0
1301,7.67,75.28,78.72,0,2,0,1,1,1,1,1,1,0,1,1,1,0,1,0,0,65.6,44.1,3,91.2,88.4,0,1
1302,6.51,98.37,72.32,1,1,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,72.8,80.5,4,84.9,79,3,0
1303,6.93,80.75,65.7,0,1,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,76.7,60.7,5,48.4,78.5,0,0
1304,8.14,83.59,80.15,0,1,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,60.2,34.7,2,73.5,86.3,0,0
1305,6.24,93.73,58.47,0,2,3,1,0,0,0,1,1,0,0,0,0,0,0,0,0,89.8,69,6,59.8,98.2,1,1
1306,6.77,82.21,70.6,0,2,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,77.1,53.7,3,76.1,100,1,0
1307,7.97,83.26,78.42,2,1,2,0,0,0,0,1,1,0,0,0,0,1,1,0,0,80.1,74.4,5,71.6,82.6,0,0
1308,5.5,74.65,70.13,1,3,2,1,0,1,0,1,0,0,1,1,0,1,0,0,0,70.1,91.1,6,86.6,92.4,2,1
1309,8.92,70.88,75.07,0,1,0,1,1,1,1,0,1,1,0,1,1,0,1,0,1,100,66.3,4,95.1,63.8,1,1
1310,6.72,88.46,86.74,4,0,2,1,0,0,1,1,0,1,0,0,0,1,1,1,1,63.9,96.1,1,61.9,79.6,1,1
1311,6.73,84.1,77.23,1,1,3,0,1,1,1,0,0,0,1,0,0,1,1,0,0,71.2,86.1,6,73.6,85.8,2,1
1312,7.49,92.25,89.85,0,1,5,1,1,1,0,1,0,0,0,0,0,1,0,0,0,63.6,58.5,4,40.7,77.7,1,0
1313,7.41,74.46,80.15,0,0,1,0,1,1,1,0,1,0,0,0,1,0,0,1,0,62.6,57.3,6,73.1,73.8,1,0
1314,5.6,94.71,73.82,0,3,1,1,0,1,0,0,1,1,0,0,0,1,1,1,0,100,56.3,4,45.4,95.5,1,0
1315,8.27,81.7,90.35,2,3,2,0,0,1,0,0,1,0,1,1,0,0,0,0,0,58.4,49.2,4,41.6,81.1,1,1
1316,7.59,98.45,100,3,0,3,1,0,0,0,0,1,0,0,1,0,0,1,1,1,65.2,96.7,5,74,85.9,1,0
1317,8.55,86.4,82.37,1,2,2,1,0,1,0,1,1,0,0,0,0,0,1,0,0,85.6,82.1,6,29.9,99,2,1
1318,6.93,81.62,86.92,5,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,45.1,63.4,1,79.1,80.3,0,0
1319,7.86,100,55.47,2,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,66.6,81,3,35.7,100,1,0
1320,5.44,77.74,86.9,2,3,1,1,0,1,1,0,0,0,0,1,0,0,1,0,0,62.2,91,3,79.4,81.3,1,1
1321,8.04,71.57,85.99,0,1,4,1,0,0,0,0,1,0,0,0,0,0,1,0,0,43.8,64.8,4,27.5,99.5,1,0
1322,7.55,90.92,75.71,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,69.1,32.5,3,100,100,1,1
1323,7.82,69.04,71.75,1,1,4,0,0,1,1,1,0,1,0,1,0,0,0,0,0,62.1,68.9,1,57.2,94.6,1,0
1324,8.03,84.79,76.49,0,0,6,1,0,1,0,1,1,0,0,0,0,0,0,0,0,88.9,54.8,5,55.5,89.6,1,1
1325,8.09,67.72,76.74,2,1,7,0,0,1,1,0,1,0,0,1,0,0,1,0,0,60.2,74.2,2,57.7,77.3,1,0
1326,7.78,81.13,86.57,4,1,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,41.6,80.2,3,59.9,76.6,1,0
1327,6.74,91.01,73.4,1,1,3,1,0,1,0,1,1,1,1,0,0,0,1,0,1,93,84.2,2,85.8,73.6,1,1
1328,7.72,89.81,74.35,4,2,5,1,0,1,1,1,1,1,0,0,1,0,1,1,0,56,83.9,1,48.2,96.6,2,0
1329,8.37,87.49,83.61,0,3,2,1,0,1,1,0,0,0,0,0,1,1,1,1,0,82.2,100,3,97.8,91.5,1,1
1330,8.31,82.19,92.93,0,0,6,1,1,0,0,0,0,0,0,0,0,0,1,0,0,89.2,69.8,3,51.1,78.7,0,1
1331,7.12,92.23,73.31,0,2,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,52.5,53.3,3,55.7,79.1,1,1
1332,8.07,83.06,75.9,2,2,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,63.4,59,5,40.2,87.2,1,0
1333,7.87,78.05,84.63,0,2,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,78.3,82.1,3,41.8,77.6,2,1
1334,9.06,80.25,68.43,1,4,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,97.6,63.3,3,73.5,80.5,2,1
1335,7.78,85.69,97.71,2,0,2,0,0,0,0,1,1,0,1,0,0,0,0,0,1,79.4,42.3,3,58.8,73.2,1,1
1336,8.45,84.78,77.96,0,1,7,1,1,1,1,0,1,0,1,0,0,1,1,1,0,57.2,68.6,7,79.1,88.6,0,1
1337,6.22,93.3,87.04,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,55.7,52.1,3,64,78,1,1
1338,6.68,90.08,74.45,0,0,7,1,0,1,1,0,1,0,0,0,0,0,1,0,0,53.9,34.3,4,43.7,72.9,1,1
1339,7.68,89.64,83.14,0,0,1,0,0,0,1,1,1,0,0,1,0,1,0,0,0,77.8,66.7,3,59.4,80,0,0
1340,9.05,84.97,86.78,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,63,66.9,3,50.6,85.9,3,1
1341,6.79,82.51,85.3,2,2,4,0,1,0,0,0,1,1,0,1,0,0,1,0,0,89.5,87.7,0,28.1,71.6,2,1
1342,7.51,76.15,86.66,2,0,4,0,0,0,0,0,1,1,1,0,0,0,0,1,0,53.8,73.4,3,37.5,100,0,0
1343,5.95,79.9,84.4,0,1,0,1,1,1,0,0,1,0,1,0,0,1,0,0,0,49.6,67.5,4,54.5,95.6,2,1
1344,6.56,90.54,83.57,1,0,2,1,1,1,0,1,1,1,0,1,0,1,1,0,1,60.7,62.4,0,91,86.5,1,1
1345,7.46,67.75,80.11,0,2,3,1,1,1,1,1,0,0,0,0,0,0,1,0,0,80,53.5,3,45.6,98.5,2,1
1346,9.17,80.66,70.12,0,1,7,0,1,0,0,0,0,0,0,0,0,0,1,0,0,71.3,90.8,0,27.8,81.7,0,1
1347,5.58,85.76,95.05,2,2,5,1,1,1,1,0,1,0,1,1,0,0,1,1,1,83.1,79.4,2,76.9,78.9,1,1
1348,8.39,91.22,75.5,0,0,0,1,0,0,1,1,1,1,1,0,0,1,1,0,1,67.8,56.6,4,91.9,89.9,1,1
1349,7.23,78.16,86.33,0,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,48.4,87.9,7,41,88,1,0
1350,7.84,85.33,93.88,0,0,2,1,1,0,0,0,0,0,0,0,1,1,1,0,0,46.6,78.9,0,67.1,87.2,3,0
1351,8.75,75.99,80.78,2,4,4,1,0,1,0,0,0,1,0,0,0,0,0,0,0,81.5,54.3,3,52,92.3,2,0
1352,8.44,75.85,77.95,2,1,3,1,0,0,1,1,1,1,1,0,0,0,0,0,1,70.8,47.9,3,68.5,76.5,3,0
1353,7.21,79.61,72.48,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,83.7,82,0,52.8,77.5,0,0
1354,8.37,93.32,79.47,0,1,6,1,0,1,0,1,1,1,0,1,0,0,1,0,1,66.2,58.2,2,76.6,83,1,1
1355,7.21,90.27,83.34,1,1,1,1,0,0,1,1,1,0,0,0,0,1,1,0,0,63.1,100,3,49.6,76,1,0
1356,6.97,86.62,74.76,0,4,7,1,0,0,0,0,0,0,0,0,0,0,1,1,0,66.7,39,0,41.2,88.6,1,1
1357,7.01,82.5,81.44,2,1,2,0,0,0,1,0,0,0,0,0,0,0,1,1,1,64.8,64.4,1,56.3,72.9,1,0
1358,6.88,87.74,91.8,0,4,6,0,1,0,1,0,1,1,0,0,0,1,1,0,0,88,65.4,5,42.4,95.5,3,1
1359,8.72,89.52,57.54,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,58,58.2,2,59.9,98.5,1,0
1360,8.72,100,79.63,0,1,4,1,1,1,0,0,1,0,0,0,0,0,0,0,0,80.3,53.2,2,51,100,1,0
1361,8.15,67.9,81.2,0,0,1,1,1,0,1,1,0,0,1,0,0,0,1,0,0,78.5,48.2,1,99,84.3,1,0
1362,7.79,77.32,94.88,0,1,6,0,1,0,1,0,1,1,1,0,0,1,1,0,0,78,99.8,2,88,100,1,1
1363,8.38,90.04,78.23,0,1,2,1,0,1,1,1,0,0,0,0,0,0,1,0,0,86.8,67.7,3,47.9,68.7,2,1
1364,7.32,82.53,67.02,0,3,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,81,70.7,6,82.2,93.5,3,1
1365,6.61,88.39,91.45,0,2,4,1,1,0,0,0,1,1,0,0,0,0,0,0,0,83.6,60.6,7,66.6,77.1,1,1
1366,6.19,85.88,62.14,0,4,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,81.8,32.1,5,46.1,82.6,1,0
1367,6.89,66.66,71.8,0,2,5,1,1,1,0,0,1,1,0,1,0,1,1,1,0,67.4,98.4,2,79.7,84.7,3,1
1368,7.2,91.08,87.91,3,0,6,1,1,0,1,0,1,0,1,1,0,0,1,0,0,95.7,77.4,2,70.1,76.5,0,0
1369,9,76.96,84.61,2,1,5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,58.7,64.3,1,37.6,80.5,2,0
1370,7.08,92.97,94.4,0,3,2,1,0,0,0,0,0,1,0,0,1,1,0,0,0,72,69.6,3,65,98.8,2,1
1371,8.4,78.89,80.58,1,1,2,1,1,1,0,1,1,0,0,1,0,0,1,0,0,77.6,81.4,1,66.4,100,0,1
1372,8.84,67.62,78.01,1,1,5,1,0,1,1,0,1,0,1,1,0,0,1,0,0,63.3,81.7,5,81.6,73,1,1
1373,6.61,81.82,98.09,5,0,2,1,1,1,0,0,1,1,1,0,0,0,1,0,0,75.7,57.6,0,89.1,83.4,1,0
1374,7.33,83.31,60.06,0,2,4,1,1,1,1,0,1,0,0,0,1,1,1,0,0,84.8,63.2,2,38.4,83.2,1,0
1375,8.74,98.74,81,0,1,2,1,0,0,0,0,0,0,0,0,0,0,1,1,0,71.8,59.1,4,46.6,86.4,1,1
1376,6.92,81.88,71.88,0,1,4,0,0,1,1,0,1,0,0,0,0,1,0,0,0,81.8,65.6,4,61.6,100,0,0
1377,7.28,90.3,84.15,0,2,5,1,0,0,0,0,1,0,0,0,0,0,1,0,1,71,69.5,2,77.8,86.4,0,1
1378,8.03,94.27,66.43,2,2,3,1,1,0,0,0,1,0,0,0,0,0,0,1,0,57.5,71.7,3,64,80,3,1
1379,5.3,80.29,70.41,0,4,3,1,1,0,0,0,1,1,0,0,0,0,0,1,0,69.1,82.5,5,69.2,92.3,3,1
1380,7.71,93.32,85.63,0,1,2,0,0,0,1,1,1,0,1,0,0,1,1,1,0,69.4,72.3,3,53.7,83.5,0,0
1381,8.35,82.37,63.62,4,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,52.8,64.9,3,48.7,92.5,3,1
1382,7.67,77.19,85.99,1,0,3,1,1,0,1,0,0,0,0,0,0,1,0,0,0,61.3,77.1,2,49.1,100,1,0
1383,8.76,89.2,73.86,0,0,4,1,0,0,0,0,1,1,0,0,0,0,1,0,0,59.1,86.2,2,54.3,79.1,2,0
1384,7.4,79.56,71.11,2,2,3,1,0,1,1,1,1,1,0,0,1,0,1,0,0,63.7,61.5,2,100,91.7,0,1
1385,7.71,93.19,74.39,0,0,2,1,0,1,1,0,1,0,0,1,0,1,0,0,0,63.4,72.8,2,68.6,82.9,2,0
1386,8.07,97.58,82.99,0,1,2,1,0,0,1,1,1,1,1,0,0,0,0,0,0,97,66.6,0,66.1,90.8,2,1
1387,8.55,78.4,76.47,2,3,0,1,0,0,1,0,0,1,0,0,0,1,1,0,1,72.3,92.5,3,68.8,93.4,1,0
1388,7.66,79.05,65.43,3,1,2,1,0,0,0,1,1,0,1,0,1,0,1,0,1,67.1,62.2,3,52.4,90.7,1,0
1389,6.81,94.82,83.73,1,1,2,1,1,0,1,0,0,1,1,0,0,1,1,0,1,77.6,61,5,96.5,72.2,1,1
1390,8.42,85.69,76.94,0,2,2,1,1,1,0,1,0,1,0,1,0,1,1,0,0,86.1,92.3,1,92.3,93.6,1,1
1391,6.81,80.46,87.6,0,3,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,83.6,71.5,1,61,65.2,1,0
1392,6.62,78.51,83.46,1,1,5,0,0,1,0,0,1,0,0,1,0,0,0,0,0,82.6,98.6,3,58.8,92.2,3,1
